x
Adm
Raf1
Smad1
Tpst2
Ap1s1
Rps15
Pdhb
Mrpl20
1110005A23Rik
Syngr3
Rpl27
Ywhaz
Fuca1
Fkbp8
Sparcl1
Orc3l
Txn1
Rrm2
Lox
Ccnd2
Dnpep
Prnp
Aplp1
Apex1
Reg2
Dhx30
Rps6
Atp5j
Olig1
Hmgb3
Nr2f2
Nr2f2
Prdx4
2310037I24Rik
Pes1
Ldh2
Hmga1
Sec61a1
Car1
Pps
Th1l
Bcap37
Gpd1
Glb1
Taz
Glud1
Reps1
Rpl37a
Rpl37a
Rpl19
Nsdhl
Arpc1b
Pin1
D8Wsu151e
Eif3s2
AA959742
AA959742
Ass1
Psmb7
Rpl35
0610033H09Rik
Coro1a
Dctn3
Mcm6
Stk38
Vps16
Gja4
Tubb5
Capn2
Tk1
Snx1
Tmem19
Abcb9
Capn10
Ets2
Atp5j2
Polr2g
Rps4x
Rplp1
Atp5o
Ap1b1
0610008N23Rik
Gart
Mrpl28
Ndufc1
Dnaja1
Plod1
Psmc4
Prdx3
Nfib
Scamp3
Slc25a3
Ebf1
Ebf1
Litaf
Sh3bp4
Clca3
Ap1m1
Ugdh
Nusap1
AI839562
AI839562
Stambp
Sec22l2
2410004N11Rik
Atp6v0e
Mif
Sh3gl1
Prkcsh
Men1
Men1
Map2k1
Gpsn2
Rbmx
Mcam
Snag1
Fkbp4
Hspcb
Hspcb
1110001J03Rik
Gsta4
Zipro1
Nfs1
1810014L12Rik
Pdcd7
Panx1
Prdx5
Pcx
Cope
Pip5k2c
Atp6v0c
Grcc2f
Bag1
Guk1
Hmox2
Abcb10
Rps16
Pea15
Acox1
Ctsj
Emilin1
Gabarapl1
Pex19
2310057H16Rik
Pfkfb3
Rpa2
Mapk8ip3
2410104I19Rik
Stxbp2
Rps12
2200003E03Rik
Arf2
Luzp1
Rpn1
Cept1
Nope
Mdh2
Ttc3
MGC46821
1810015P03Rik
Numbl
Ccne1
Ddost
9130413I22Rik
Sacm1l
Pdpk1
Preb
Ulk1
Nr4a1
1500003D12Rik
Mrpl4
Cdc42ep4
Fscn1
Fscn1
Nte
Sepw1
Rnase1
Park7
Sh3bgrl3
Emp1
Pnp
AI481500
Egln2
Mum1
Ysg2
Skd3
Zdhhc7
Rpl6
Slc35b4
Slc35b4
Atp2a2
Pdlim1
Ei24
Sas
Melk
1500003O22Rik
Slc13a3
Gad1
Ctps
Cox6b
Strap
Atp5e
Acin1
Actl6a
Socs3
Rbx1
Stub1
Wdr5
Bad
Xrcc1
Ptprn
Sparc
Rab34
Glrx1
Glrx1
Sfrp1
Hdgfrp2
Glis2
Glis2
Dscr1
Dscr1
Rpl22
Cyc1
Nola2
Nola2
BC004004
Scamp2
Cyp1b1
Clpp
Ppox
Smarcal1
Llglh
Uba52
0610006I08Rik
Slc1a5
1810038H16Rik
Slc2a5
Lig1
Tpt1
Afp
Bckdha
Dnchc1
Ambp
Aspn
Slc31a2
Akt1
Eif3s10
Eif3s10
Ndufa9
Ebp
Setdb1
Mcoln1
Mcoln1
Apoh
Fbl
Fbl
Gtpbp2
Gtpbp2
Coil
Gk2
Bzrp
D17Wsu104e
Dpp4
Cks1
Rhoe
Rhoe
Mapk14
Pmf1
Pep4
2700055K07Rik
Efs
Crisp2
Bcan
Rps10
Sfrs6
Hmg20a
Ube2s
Csnk2b
Plg
Mkln1
Casc3
Brap
Brap
Col5a1
Col5a1
Uap1
Uap1
H2afx
Prss11
Ldb3
Prkar1b
Prkar1b
Dnajb1
Dnajb1
Nical
Ttc11
2810484M10Rik
1110003E01Rik
Atp6v0b
Trappc3
Cpt2
Wee1
Wee1
2310004L02Rik
Ceacam12
Pfkm
DXImx39e
DXImx39e
Pgk2
Idh3g
Tdg
Nxf1
Arl6ip2
Nck2
Cdca5
1110032E23Rik
Rpl36a
Mea1
Tia1
Tia1
Tia1
Bub3
Nek7
Parva
Cdc37
Cdc37
Es2el
Atp5b
0610031J06Rik
Keg1
Ndufb2
Amd1
Lrp10
Pde6d
Hrmt1l1
Hspa5bp1
Oas1d /// Oas1e
Ubl5
D10Ertd214e
St13
Ncdn
Ncdn
3230401D17Rik
Abhd8
Cdkn2c
2810038K19Rik
5730511K23Rik
Parvg
Mcl1
Mcl1
Rgs10
Clptm1
Numb
1500019G21Rik
Rps6ka1
Utf1
Lass1
Cox5b
Anapc5
Elf3
1700123O20Rik
Aldoa
Cog2
Por
Aatk
Gabarap
Ppif
Ptov1
Mrpl23
Slc39a7
Tnfaip8
Atp6v1d
Slc25a10
Slc25a10
Kcnab2
B3gat3
Cox7a2
Cox7a2
Ssfa1
Stam2
Stam2
2510048O06Rik
Foxo1
Mrps18a
Ptpns1
Ptpns1
3100002B05Rik
Pacsin3
Tbc1d8
Hap1
0610012G03Rik
Kns2
Commd4
Crat
Rassf3
Mapkapk5
Fabp4
Hars
Trim2
Trim2
2310028N02Rik
2310028N02Rik
Ube2g2
2410004C24Rik
2410004C24Rik
9-Sep
Rpo1-1
Rhced
C1qtnf4
Phb
Psme1
Krtcap2
C1qb
Lgals2
Lgals2
Sec61b
Eif4ebp2
Akr1c6
Zfp346
Ckmt1
Pthr1
Bach
Nrbf1
425O18-1
Ddt
Emp3
1810017G16Rik
Tpd52l2
Tpd52l2
1200014P03Rik
Lcn7
Gcl
Gcl
Map3k12
Slc6a8
Cstf1
Zfpl1
D4Wsu114e
Gabra6
Cdc25a
Srpk2
Umpk
Polr2e
Ptpn2
Igtp
4932442K08Rik
Edg2
B230317C12Rik
P4ha2
Slc6a4
Ntsr2
Btbd14a
Btbd14a
Slc25a14
Expi
D19Ertd144e
Dusp10
Psip1
Exosc5
Galk1
Semcap2
Hip2
Psme2
Sod2
Sod2
D8Ertd594e
1300007B12Rik
Nt5c2
Ethe1
Kdelr2
Urod
9530058B02Rik
Rbm6
Pim2
Magel2
2810048G17Rik
Cd2bp2
Chchd4
Mmp11
Ehd3
Zyx
X83328
2310065K24Rik
Irf7
E130016I23Rik
AI597479
Nt5c
Frg1
AI661311
Cct5
Capzb
U2af2
Mbtd1
Ptgs2
D5Ertd33e
D5Ertd33e
Fkbp11
Cd14
Cdk9
Eng
Snrpa
Tulp2
Itpr1
Slc17a1
Mmp23
Lynx1
Mapkap1
H13
Plekha2
Plekha2
Hs6st1
Atf1
Itpr3
Smpdl3b
Rcor1
Mvd
Pkm2
Dkk3
DXImx47e
Rpl35a
Dbccr1
Grpel1
Zcchc7
Mast2
Anapc11
Ercc1
Rfx2
Stk19
Sult2b1
Sytl4
AI451465
Pldn
Snrpa1
Peg3
Peg3
Emd
Sorbs1
Rhcg
Zfp61
Eef1g
Ppp2ca
Tff3
Peli1
Tuba4
Tuba4
Tuba4
C1qa
Entpd5
Entpd5
Npepps
Xab1
Slc7a7
1110035L05Rik
Podxl
Rras2
Rai14
Sertad1
F3
F8a
Cuzd1
Slc6a3
Cox6a1
Cox6a1
Ccnd1
Ccnd1
Gnmt
Grina
1500026D16Rik
Gng3
Sphk2
Lypla2
Large
G22p1
Dnajc12
Kntc2
1810008A18Rik
Pte1
Ppia
Fau
Tgfb3
Ifitm2
2400001E08Rik
Tnnc2
Fnta
Rgs5
Tada3l
Fbxw5
Ramp1
Ibsp
Shd
Fosl1
Npy2r
Ctsb
Cp
Cp
Cp
Tgm2
Fbxo6b
Tm4sf2
Rfc2
Cyb561
Rnf19
Rnf19
Ssx2ip
Ddit3
Plagl2
Plagl2
Efna2
Fbxo32
Plek
Hand1
Pcbp3
Rab33a
Itgb5
Itgb5
Fbxo25
Zmat2
Hells
Rps6ka2
Rps6ka2
Il2rb
Sart3
Sart3
Zfp68
Plac1
Hsd3b4
Ubxd1
Sfxn1
Crsp9
Abhd5
Abhd5
Catnbip1
Anapc1
Mpg
Otub2
Trpc3
Gmppa
Gmppa
Dhodh
Slc11a2
Nup210
Timeless
Cyp27a1
Ptges2
Frap1
Tusc2
Cd28
Fxr1h
6030411F23Rik
Slc15a2
Rgs1
Per2
Per2
Camk1
Calr
Rpl13a
Ier5
Ier5
Rpl11
Siat7b
Siat7b
Nfatc1
Slc12a2
Nab1
Cmkor1
Supt6h
Mknk1
Atp6v0a1
Sod3
Slc6a9
Hmg20b
Tsga2
Sspn
Sspn
Cdkn1c
Pvalb
Ars2
Mybl2
Zrf2
Rad52b
Cpsf1
6330583M11Rik
Timm44
Grb14
Mdn1
Opn3
Mmp24
Prss2
Lgals12
BC004044
Prkag1
Bin3
Drg2
Gab1
Gab1
Gtf2f1
Gtf2f1
Pvrl2
Arhgap6
Otub1
B230342M21Rik
Syt3
Cyp46a1
Got2
Got2
Tyr
Eif3s4
Sap30
Polr2j
Laptm5
Pgls
Ube2j1
Sssca1 /// Mtvr2
Mbd3
Myh6
Akap8l
1110030J09Rik
Cdc37l1
Clk2
Cplx1
Topors
Lsp1
Pfpl
Nr0b1
Rpl8
Ssr1
Amy1
1810044O22Rik
1810044O22Rik
Grhpr
Nans
Lass4
Lass4
Als2
Als2
Pla1a
Rgs19
Dkkl1
Ccl11
AI481100
Gps2
1810019J16Rik
Atp6v1g2
Adprtl2
Rasgrp2
Popdc2
2310050C09Rik
Kcnb1 /// Pacsin2
Ikbke
Tor1b
Tor1b
D17H6S56E-5
Gcat
Rab15
Smc1l1
Mug1
Ssty2
1500031L02Rik
Vdrip
Ulk2
Ulk2
Gig1
Cxcl13
Clca1 /// Clca2
Fbxl15
Relb
Rasal1
A830059I20Rik
1700001L23Rik
Pgk1
Fhl1
Fcgr1
E2f1
G6pc
Mapt
1810009A15Rik
Trim13
Apobec2
Pdxp
Sirt3
Sfxn3
Brms1
Ica1
Prlpf
Ube2l3
Ccna2
0610009E20Rik
2810037C03Rik
Cnn1
Mrpl11
Ppp1r7
Amn
Pdlim4
Nab2
Igfbp6
Rad51ap1
2310061G07Rik
Gng4
Pou5f1
Ilf2
Eno3
D6Wsu176e
Cidea
Pdlim7
Trim30
Ap3d1
AA960558
Mbd1
Fbxo31
Pop5
Itih1
Kpna4
Ada
1300018P11Rik
Tnmd
Insig2
Insig2
Nrarp
Ppp1r14d
Accn1
Ngb
Itm2b
2010110M21Rik
1190002H23Rik
Sdhb
1810007M14Rik
1810007M14Rik
Pum2
Narg1
Bhlhb2
Dct
Slco3a1
Myo9b
Abcc5
A630042L21Rik
Inpp1
Ltbp3
Mvk
Neurod4
Neurod4
Tiam1
Eltd1
Mapk7
Ltbp2
Eef1a2
Kera
Tfpt
Rag2
Apoc2
Trim21
B4galt2
Prkcz
Ppp1r14a
Stx8
Stx8
Plvap
Trip10
Rtn3
Tcea2
Gspt2
Cyp2d10
Ifrg15
Rbm8
Vrk3
Myh11
Unc119
2610318K02Rik
Dhcr24
Sult1d1
Dcx
Vps45
Pip5k1b
Tcfap2c
Chga
Mtmr4
Ttid
Trp63
Jph3
Tlr4
Itln2
Tcfap4
AA792890
Zcchc14
Hebp1
4631426H08Rik
Dbp
Vdr
Vdr
Gabrg2
Ina
Apg3l
Aaas
Ptp4a3
Ptp4a3
Pscd1
2610019I03Rik
4733401H18Rik
Gstt1
Usp18
Mnt
Galnt10
Tep1
Tm9sf1
Hemgn
Wiz
Pmaip1
Sdf2l1
Pfn2
Krt1-23
Klc2
Ggtla1
Ceacam9
Il15
Foxf2
2610024G14Rik
Orc2l
Apg5l
Apof
Usf2
Fcna
Rbm9
Rbm9
Rbm9
Crcp
Arfl4
Osp94
Mmrp19
Srf
6720463E02Rik
Syk
Ddx25
Solt
Alox12b
Mst1
Adamts8
Apoc3
Cldn4
Tcfl1
Efnb1
Dmbt1
Lpin1
Asna1
Dgat1
Dpysl4
Mknk2
1700113O17Rik
Nola1
Prss8
Fem1b
1110058L19Rik
Cpt1b
Pgpep1
AA545217
Dph2l1
Afg3l1
Rpia
Wdr33
1700012P16Rik
Tmem8
Insl6
DXImx40e
Ascc2
Dnmt3b
Hsd17b2
Cd5
Cog1
Nucb2
Mcsp
Wbscr27
Zfp179
Gas8
Ctsh
Retnlb
6720463E02Rik
Adsl
Siva
Gpr124
2510005D08Rik
4930548G07Rik
Gbp4
Itga7
1300013J15Rik
Zfp275
Phemx
Adam19
Jrk
Fbxl8
Kcnh1
Hoxb5
Msc
Prlpc1
4632423N09Rik
Sp7
Stx7
Fabp2
Mir16
Slc16a2
Golga5
Islr
Gng2
Atp1b1
Copz2
Cxcl14
Anapc7
1810060J02Rik
Sh3d19
Pik3r2
Ncf4
Pgf
Cutc
1500005A01Rik
Matn1
AW209059
Cyb561d2
Tekt2
Slc4a3
Pus3
Grem2
Zc3hdc8
Foxa1
Kcne3
D130043N08Rik
Grb2
Aadat
Mtx1
Mtx1
Arih2
Nup160
Fzd2
Fzd2
Rgl1
Kdelr3
Ptpre
2810429O05Rik
Csen
Wasf1
1700095N21Rik
Tfpi2
Cga
Mybpc3
Admr
Spic
Capza3
Stk22d
Rax
Pdha1
Srp14
Ncstn
Tnfrsf12a
Tnfrsf12a
Shfdg1
Trim8
Dgka
5830458K16Rik
Limk2
Hint3
Adcy9
Traf3
Kpna6
Dnaja4
Dnaja4
Taf6
Ncoa1
Fgfr4
C330018L13Rik
Col11a1
Cdh15
Avpr1a
Avpr1a
Grca
Slfn1
Icam5
Phox2a
Rab2
Rab2
3000002C10Rik
Ube2h
Notch1
Etv3
Stk11
Gna-rs1
Egln3
Spata6
Hao3
Galgt1
Hmga1l4
2210012G02Rik
Osmr
Isl2
Gzmf
4833435D08Rik
Lin7b
Oas1c
Arc
Calcr
Cts6
Rgs9
BC021608
Temt
2810428I15Rik
Apoc4
Cox7a1
Cdc42ep5
Pcbd
Dusp8
Mrps25
Cxcl16
2410004L22Rik
Tnnt2
Nup155
Star
Rnf12
1500041N16Rik
Twist1
Nudt2
Scn1b
Nurit
Itgb7
Krt1-4
Tesc
Omd
Brp17
Gfpt2
Trh
Rnf36
Timd2
Myoz2
Cd2
Fads3
AI837181
Ccl25
Rce1
Cyp39a1
1110028N05Rik
Rxrg
Grik5
Mbl2
Sh3gl2
Sh3gl2
Cds2
9130423L19Rik
R74862
Tnfsf6
3110070M22Rik
Crhr1
Barhl1
Barhl1
Cyp2a12
Arf6
Arf6
Ms4a6b
3110010F15Rik
Eno2
Cd79a
Pkp3
Pkp3
Cno
Phlda1
Qprt
Qprt
Glmn
Cdc2l1
Hcls1
Dibd1
Ap4m1
Aqp7
Aqp7
Epc1
Trim39
Fanca
Rfxap
Pias4
Zfp385
Cyp24a1
En2
Pus1
4930579J09Rik
1810007E14Rik
Sfxn4
Psmd4
Syngr4
Acrv1
Efcbp2
Pabpc1
Idh3b
Idh3b
Sepx1
Csnk1d
Rab3d
Rhoj
Pbx2
Pbx2
F2
Nubp1
Ermap
Bmp7
Bhmt2
Spp2
Igfbp1
Igsf4b
Slc17a3
Zfhx1a
Habp4
Dio2
Dio2
Sult1b1
Siat4a
Fscn3
Gdf15
Drd2
Camkk1
1110005F07Rik
Skp2
Bcl10
Bcl10
Blzf1
Blzf1
Nckipsd
Cideb
Casp12
Cipp
Cipp
Pla2g2d
Ms4a4d
Bak1
F10
F10
2410116G06Rik
Neurod2
4930469P12Rik
Bcl2a1d
Crybb3
Peli2
Npy5r
Actl7a
Cryba2
Zfpm2
Rhag
1700034I23Rik
Akap4
Gif
Eno1
Eno1
Sag
Gltp
Ero1l
2610018G03Rik
Csnk2a1
Cyp2d22
2310067G05Rik
Brp16
Pcnx
1110002H13Rik
Ovol1
Pex14
Rtn2
Gzmb
Rhod
5730521E12Rik
Cys1
Saa2
Brca2
Mpp3
Nin
Scnn1g
Serpinb2
Tnfsf11
Sf3a1
Klk26
Slk
Tdo2
Apom
Epb7.2
Epb7.2
Sin3a
Sin3a
Abhd6
Nr1h4
Ophn1
Ophn1
5430428G01Rik
Slc22a2
Mettl1
Ltb
Akr1c18
Shank3
Gdf5
Crygc
Ctsr
Gck
Avil
Serpine1
Myf6
4930449I24Rik
Harsl
Golga3
Dnajc3
Zfp260
Prap1
Mapk6
Mapk6
D8Ertd531e
Cd3g
Txnl4
Polydom
Wbscr14
Ccl27
Vti1a
Vti1a
Hipk3
Il4i1
Cbx8
Dll1
Map3k8
Cxcl1
Nat6
Azi1
Gnefr
Cmya1
Rgs14
Tbxa2r
Dtna
Cecr6
Cct6b
Apoa1
Apoa1
Helb
Helb
Helb
Abca7
Zfp54
Tex14
9530002B09Rik
Eps15
Snrpb
Adrm1
Agr2
Dutp
Pax6
Enpp1
Usp31
Ccl12
Tns
Cyhr1
Hspc171
Gas5
Htra3
1700011H14Rik
Creb3l1
Flt1
T
4921513E08Rik
Tnfrsf13c
Rfxank
Atp2a1
Chst5
Fgd6
Lhx9
AA415817
Sema4f
Gpa33
Egfl6
1110008J03Rik
4930441O14Rik
Lcn5
ICRFP703B1614Q5.5
Neu3
Tcte1
Pth
Svs5
Cyp2d9
Hook2
0610007P06Rik
5830446M03Rik
Sorcs2
Clp1
Rps7
Gosr2
Gosr2
Atp6v1b1
Wbp4
Zfp423
Ly64
Ly64
Pde10a
Abcg5
Pola1
Dp1
Six6
Tac2
Xcl1
Gng13
Rarg
Rarg
D0H6S2654E
Pkd2l2
Stab2
Cnr1
Cntfr
Ereg
Spam1
Nthl1
Slc2a10
Sim2
Sim2
Arbp
Sap18
Tbc1d1
Ormdl3
Il10rb
Nkd2
Nudc
Ocil
Sectm1
Sectm1
Sell
Sell
C3ar1
Mybph
Tnip2
AW049604
Tpd52
Tpd52
Immp2l
Slco1a6
Cdkn1b
Polk
D11Lgp1e
Stc2
Mogat1
Krtap15
Nagk
Es22
2610317D23Rik
Ect2
Fgd2
D0HXS9928E
Igf1
Tph1
Sult2a2
Il23a
1700102P08Rik
Il1r2
Olr1
Rela
Flt3
Irx4
Fthl17
Dazl
Atp6v1c1
Fahd1
Arg1
Cyp4f14
Ccl3
Isg20
Slc28a3
Abcd4
Zfp292
Hoxb13
Slc7a12
Cbx4
AI428795
Rp2h
Greb1
Ctsg
Eda
Ms4a11 /// Ms4a6d
Defb4
Kcnj10
Mnda
Mgl1
Ccr1
4632415L05Rik
Col7a1
1200016G03Rik
Hspa1l
Clecsf10
Trim11
Uncx4.1
Ghrh
4833420G17Rik
4833420G17Rik
Efnb2
Purb
Cstf2
Mbp
Myo1c
Zfr
2610200G18Rik
2610200G18Rik
Tle3
Tle3
C330005L02Rik
1600012F09Rik
1600012F09Rik
Nupr1
Sgcb
Ftcd
Spock1
Spock1
Lats2
Elac2
Prok2
Rent1
D930010J01Rik
Gpc6
Camp
Siat8a
Cd4
Cxcl11
2700067D09Rik
Taf1a
Col5a3
Akap12
Wnt6
Stfa3
Il3ra
Pdcd1lg1
4921530L21Rik
Gp9
Prss19
Edar
Daf2
Tex11
4631427C17Rik
Cyp2b19
Ldh1
Tpm2
Tpm2
1700037H04Rik
Carm1
4933428G20Rik
Asgr2
Mfi2
Pitpnm2
Abcb1a
Snf1lk
Padi3
Cd22
Cd22
Mphosph1
2700094L05Rik
Hdlbp
Arhgap9
D1Ertd161e
Pkhd1
Kif17
Kif17
6330567E21Rik
Plec1
AW049306
Plk4
AI507495
Ankhd1
Hdlbp
Csf1r
D930048N14Rik
Zc3hdc7
9630025B04Rik
Usp7
Rab2
C330003B14Rik
Hdgf
2410129E14Rik /// Tubb2
Scp2
Nfatc3
D10Ertd610e
D5Ertd689e
Pom121
Bmp15
Ell3
Mcm3
Chek1
Ppp2r2d
Maf1
Psmb1
Ptdsr
2410166I05Rik
Tktl1
Gfpt1
Exosc8
Ccpg1
Pigb
D10Wsu52e
D5Wsu46e
Pa2g4
1700025B16Rik
Dmrt3
Lor
D16Bwg1494e
Krt1-17
AV344025
Hoxa4
Bphl
9530046H09Rik
Zfhx1a
Tubg2
Cog8
Tap1
1700020H15
Col9a3
Isp2
BC005662
Pitpnb
Tce4
Clecsf9
Sprrl7
Txndc8
Dmc1h
0610016J10Rik
Gzmd
Gzmd
Asb12
Plunc
Tnfrsf4
Lta
Cnnm1
Gprk2l
Sva
Spesp1
Denr
Sntb2
Sntb2
Foxj2
Foxj2
Siat8b
Ccl2
Rpl31
Col4a3bp
Gna14
Nos2
Lilrb4
Cd160
Mint
Rgs18
Gfi1b
Abcc9
Krt1-24
Tnfsf10
Sema3a
Syt2
Otof
Prdm1
Myo7b
Pcdhb3
Rptn
Tas1r1
Taf7l
Cldn16
Indo
Orm2
Slc16a8
Sult1e1
Gcm2
Tac4
Pex11b
Clnk
Pira1 /// Pirb
Mup1
Spt2
Psors1c2
4933411G06Rik
Sult1c1
Cnnm3
Cnnm3
Cnnm3
Nol7
Klk16
Pcyt2
F12
Cebpz
Dab2
Dnajc1
Stxbp1
Stxbp1
Sema3f
2810036K01Rik
2810036K01Rik
Pglyrp2
Eral1
Masp2
Dcbld2
Tcp10c
Neud4
Hsd3b5
Crybb2
Chrdl2
Rit1
Rdh6
Gcet2
Chn1
Th
1110055J05Rik
2310039E09Rik
Tsga8
Serpina1a
Rac3
Alx3
Epha5
Shox2
Chrne
Gria3
Stra8
Chad
1700065I17Rik
Mt3
Optc
Cftr
Cd209e
Tsga13
Has3
Tead3
Bard1
Cacng2
Cabp2
Tpo
Gcm1
Hesx1
Npff
Rbm18
Prkacb
Ptp4a2
Ash2l
Aes
App
Csna
Dnaja3
8430419L09Rik
Blcap
Tcirg1
2010100O12Rik
Lfng
Sec61a2
Rnf110
D10Ertd438e
Trim12
Atbf1
Tgfb1
Ucp3
Slamf6
4933439F18Rik
4933439F18Rik
Zfp67
Itgb3bp
Doc2b
1300010K09Rik
Arnt2
Arnt2
Ms4a4c
Zfp113
Sprrl3
Sprrl3
Bnipl
Grap2
4933415F23Rik
Dach1
Sema3c
Slc15a3
Gpx5
Clecsf12
Folr4
Klk1
Traip
Traip
Pparg
Cd3z
Tex15
Nptx2
Elovl3
1700067P10Rik
2510027J23Rik
Gabrr2
Zfp98
Il17e
Adam7
Ppp3cc
Chrnb2
Ccndbp1
Ppnr
Adat1
1110006O24Rik
Krtap6-1
Tll1
Myf5
5830411J07Rik
Zfy2
Chrnd
Klk4
Scrg1
Foxp3
Socs7
D11Lgp2e
D11Lgp2e
Klk24
Sprr2d
Dsip1
Dub1
1700121L12Rik
Auh
4933400A11Rik
Ascl3
Etos1
Mup4
Npas1
Tex18
Clecsf8
Hdac7a
Ywhag
Sema4d
Sema4d
Letm1
Letm1
Qscn6
Vamp2
Plekha3
Ptprf
Ptprf
Ptprf
Ubqln2
Mrps2
Crnkl1
B3gnt1
Lancl2
Itga9
Zfp161
Mllt10
Mllt10
Gucy1b3
Ptk9
Ptk9
Ywhab
Ywhab
Nsd1
Sln
Sez6
Xbp1
Bcl2l1
Bcl2l1
Hccs
Wnt7b
Rab18
Rab18
Hk1
Il17r
Il17r
Cd2ap
Mfge8
Laf4l
Stat1
Fnbp3
Usp9x
Timp2
E130307J04Rik
Arx
St6gal1
Catnal1
Mapk8
Mapk8
Hs6st2
Zfp185
Atrx
Znrf1
Znrf1
Son
Add1
Add1
Fancg
Enc1
Enc1
Slc25a15
Adcy7
Ubr1
Arid5b
Baz1b
Man1b
Nrf1
Pak1
Lmo4
Rnpc2
Pctp
Pctp
Ash1l
Polh
Ankrd1
Plxna3
Plxna3
Gpi1
Col4a6
2510004L01Rik
Pole3
Ighmbp2
1700021F05Rik
Agpat1
Hbs1l
Dnajb12
Il4ra
Npas2
Mip
Arhgef2
Arhgef2
Smad5
Ypel1
0610009O20Rik
Sms
Kif1a
Xpo4
Adh7
Mllt1
Guca1a
Clta
Snrpn
Mpp5
Jak2
Jak2
Phf2
Irx5
Ptger4
Cyp7b1
Nr4a3
Banf1
Banf1
Banf1
Per3
Per3
Serpina12
Slc7a10
Endog
AI586015
Bhlhb3
Vamp3
Bmp2k
Jag1
Rybp
Rtn4
Dst
Gpr56
Akap10
Cdk5r1
Cdk5r1
U2af1-rs2
Zfp111
Zfp111
Areg
Edn3
Pkib
Diap1
Rapgef1
Terf2
Loxl4
B3galt6
Dsc2
4933421H10Rik
4933421H10Rik
Rfng
Arhgef1
Plcb1
Adam12
Adam12
Irf4
Rasgrp1
Lix1
Nptxr
3300001H21Rik
Pbx3
Itga4
Acin1
Tro
Chrna4
Lif
C2ta
Abcc6
Cmah
Bche
Bcdo2
Tcf2
Trem2
Ccl7
Plxna1
Pknox1
Tcf1
Il6st
Rnf144
Rnf144
Esr1
Sost
Pax9
Pax9
Slc39a9
Slc39a9
Zfp40
Cabp1
Pigb
Srm
Lipg
Lipg
Butr1
Rnpc1
Nfkbib
Cited2
Ugcg
Sh3md2
Vav2
Spna1
Bmp5
Pign
F2rl3
Hspb7
Il18rap
A730008L03Rik
Chrdl1
Gna15
Zfpn1a1
Klra2
Hdac9
Car13
Car13
Mgmt
Kifc2
Cttn
1110058A15Rik
Net1
Isgf3g
Mtap2
Mtap2
Smyd1
Ptpn4
Mynn
Lrat
Slc6a6
Ftmt
1500001H12Rik
Grip1
Tex9
Gtf2a1
Inpp4a
Grk1
Clecsf5
Il1f5
Ngfa
Traf6
Traf6
Insr
Col9a1
Prlr
Lyst
Mef2d
Slc12a1
Birc3
Pcsk1
Trim7
Insm1
Kcnmb1
Mta3
Zim1
Igsf6
Msi1h
Pstpip2
Pstpip2
Gsc
1110001A05Rik
Sema6a
Kcnk4
Prlpo
Hhip
Npnt
Rad51l1
Zfhx4
Grid2
Pcdhb14
Wnt8b
Wnt8b
Flt4
Map3k4
Jph2
Zfp108
P2ry1
Zfp112
Siglecl1
Bapx1
Wnt2b
Stat5a
4930422J18Rik
Cplx2
Adarb1
Tnfrsf9
Bsnd
Ugt2a1
9630005B12Rik
2010106E10Rik
Prpmp5
1700052N19Rik
Sts
Usp26
Pcdh15
Sp4
Mixl1
Odz1
